Country,Year,ANTIGEN,COVERAGE_CATEGORY,COVERAGE_CATEGORY_DESCRIPTION,COVERAGE
Bhutan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Bolivia (Plurinational State of),2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Bosnia and Herzegovina,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,78
Botswana,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Brazil,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Brunei Darussalam,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Bulgaria,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Burkina Faso,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Burundi,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Cabo Verde,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Cambodia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Cameroon,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,78
Canada,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Central African Republic,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,42
Chad,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,41
Chile,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
China,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Colombia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Comoros,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Congo,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,71
Cook Islands,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Costa Rica,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Côte d'Ivoire,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Croatia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Cuba,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Cyprus,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Czechia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Democratic People's Republic of Korea,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Democratic Republic of the Congo,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,70
Denmark,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Djibouti,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Dominica,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Dominican Republic,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Ecuador,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Egypt,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
El Salvador,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Equatorial Guinea,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,53
Eritrea,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Estonia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Eswatini,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Ethiopia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,66
Fiji,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Finland,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
France,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Gabon,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Gambia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Georgia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Germany,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Ghana,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Greece,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Grenada,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Guatemala,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Guinea,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,47
Guinea-Bissau,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Guyana,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Haiti,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,64
Honduras,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Hungary,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Iceland,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
India,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Indonesia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Iran (Islamic Republic of),2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Iraq,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,71
Ireland,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Israel,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Italy,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Jamaica,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Japan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Jordan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Kazakhstan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Kenya,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,88
Kiribati,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Kuwait,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Kyrgyzstan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Lao People's Democratic Republic,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,83
Latvia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Lebanon,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Lesotho,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Liberia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,73
Libya,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Lithuania,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Luxembourg,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Madagascar,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,68
Malawi,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Malaysia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Maldives,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mali,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,76
Malta,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Marshall Islands,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,71
Mauritania,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Mauritius,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Mexico,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Micronesia (Federated States of),2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,69
Monaco,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mongolia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Montenegro,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Morocco,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Mozambique,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Myanmar,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Namibia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
Nauru,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Nepal,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,87
Netherlands (Kingdom of the),2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
New Zealand,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Nicaragua,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Niger,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Nigeria,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,53
Niue,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
North Macedonia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Norway,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
"occupied Palestinian territory, including east Jerusalem",2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Oman,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Pakistan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,75
Palau,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Panama,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Papua New Guinea,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,46
Paraguay,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Peru,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Philippines,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Poland,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Portugal,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Qatar,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Republic of Korea,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Republic of Moldova,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Romania,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Russian Federation,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Rwanda,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Saint Kitts and Nevis,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Saint Lucia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Saint Vincent and the Grenadines,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Samoa,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
San Marino,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,86
Sao Tome and Principe,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Saudi Arabia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Senegal,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Serbia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Seychelles,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Sierra Leone,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Singapore,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Slovakia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Slovenia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Solomon Islands,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Somalia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,42
South Africa,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,85
South Sudan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,45
Spain,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Sri Lanka,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Sudan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Suriname,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,77
Sweden,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Switzerland,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Syrian Arab Republic,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,55
Tajikistan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Thailand,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Timor-Leste,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,79
Togo,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Tonga,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Trinidad and Tobago,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Tunisia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Türkiye,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Turkmenistan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Tuvalu,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Uganda,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Ukraine,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,19
United Arab Emirates,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
United Kingdom of Great Britain and Northern Ireland,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
United Republic of Tanzania,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
United States of America,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Uruguay,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Uzbekistan,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Vanuatu,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,81
Venezuela (Bolivarian Republic of),2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,84
Viet Nam,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Yemen,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,63
Zambia,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Zimbabwe,2016,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,90
Afghanistan,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,64
Albania,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Algeria,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Andorra,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Angola,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,59
Antigua and Barbuda,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Argentina,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Armenia,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Australia,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Austria,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Azerbaijan,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Bahamas,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Bahrain,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Bangladesh,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,98
Barbados,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Belarus,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Belgium,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Belize,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Benin,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,74
Bhutan,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Bolivia (Plurinational State of),2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,89
Bosnia and Herzegovina,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,82
Botswana,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,95
Brazil,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Brunei Darussalam,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Bulgaria,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Burkina Faso,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Burundi,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Cabo Verde,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,93
Cambodia,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Cameroon,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,76
Canada,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Central African Republic,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,43
Chad,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,42
Chile,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
China,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Colombia,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,91
Comoros,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Congo,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,80
Cook Islands,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Costa Rica,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,92
Côte d'Ivoire,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,79
Croatia,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,94
Cuba,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,99
Cyprus,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
Czechia,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,97
Democratic People's Republic of Korea,2015,DTPCV3,WUENIC,WHO/UNICEF Estimates of National Immunization Coverage,96
